"season","yr","mnth","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","dataw...2."
3,1,7,14,1,0,0,1,33.62,37.12,41,22.0028,349
4,2,11,20,1,6,0,1,13.94,16.665,53,8.9981,181
1,2,2,17,1,0,0,1,13.12,15.91,53,11.0014,306
2,1,6,3,1,6,0,1,27.88,31.82,83,6.0032,28
3,2,9,11,1,0,0,1,27.06,31.06,47,16.9979,585
4,2,10,6,1,0,0,2,18.04,21.97,54,12.998,23
3,1,7,11,1,4,1,1,33.62,38.635,52,8.9981,142
1,1,1,2,1,5,1,3,9.84,12.12,75,11.0014,2
4,1,10,15,1,1,1,1,22.96,26.515,60,16.9979,208
2,1,4,6,1,1,1,1,16.4,20.455,82,0,54
2,2,3,2,1,1,1,1,18.86,22.725,88,15.0013,20
3,1,9,14,1,0,0,1,31.98,37.88,66,22.0028,361
1,2,1,2,1,2,1,2,13.12,15.15,93,15.0013,8
4,1,10,20,1,0,0,1,18.04,21.97,72,6.0032,144
2,1,4,23,1,3,1,2,25.42,28.03,88,23.9994,78
2,1,6,19,1,6,0,2,30.34,33.335,51,7.0015,326
4,1,11,10,1,1,1,2,20.5,24.24,63,19.0012,111
4,1,9,19,1,5,1,1,25.42,27.275,94,8.9981,248
1,2,2,6,1,0,0,1,9.02,9.85,44,22.0028,2
4,1,10,21,1,1,1,1,18.86,22.725,87,7.0015,126
4,1,10,8,2,1,0,1,21.32,25,83,0,254
4,1,11,4,1,0,0,1,13.94,17.425,87,7.0015,4
4,2,12,22,1,0,0,3,14.76,18.18,93,7.0015,78
2,2,6,4,1,4,1,1,18.86,22.725,88,7.0015,6
3,1,6,7,1,2,1,1,27.88,31.82,83,12.998,347
2,2,4,15,1,0,0,1,25.42,30.305,17,23.9994,486
1,2,1,12,1,3,1,1,13.12,16.665,53,8.9981,193
2,2,5,4,1,4,1,1,18.86,22.725,77,12.998,2
2,2,6,10,1,1,1,1,29.52,34.09,62,11.0014,147
2,2,5,20,1,5,1,1,25.42,30.305,25,8.9981,341
4,1,11,3,1,2,1,1,13.12,17.425,87,0,3
4,2,12,15,1,4,1,2,13.94,16.665,57,12.998,249
2,2,4,7,1,2,1,1,13.12,15.15,66,19.0012,390
2,2,4,0,1,5,1,1,19.68,23.485,67,7.0015,64
2,1,4,7,1,6,0,1,16.4,20.455,54,26.0027,48
1,2,1,18,1,0,0,1,7.38,9.09,29,15.0013,120
1,1,1,19,1,1,1,1,5.74,7.575,54,11.0014,106
4,1,11,2,1,1,1,1,18.86,22.725,63,23.9994,17
3,2,9,2,1,3,1,2,22.14,25.76,64,22.0028,3
2,1,4,19,1,0,0,1,22.96,26.515,30,19.9995,210
1,2,1,15,1,4,1,1,18.04,21.97,72,8.9981,188
3,1,8,14,1,3,1,1,31.16,34.09,48,27.9993,204
4,2,11,11,1,4,1,1,14.76,16.665,29,26.0027,171
4,1,11,13,1,2,1,1,19.68,23.485,55,12.998,167
4,2,10,13,1,1,1,2,22.96,26.515,88,15.0013,146
2,1,4,16,1,1,1,1,28.7,32.575,54,23.9994,239
3,1,9,22,1,4,1,1,18.04,21.97,67,19.0012,115
2,1,4,22,1,2,1,1,13.12,15.15,49,19.9995,46
2,1,6,8,1,4,1,1,28.7,31.82,32,19.9995,467
3,1,8,20,1,1,1,1,32.8,37.88,55,0,286
1,2,12,9,1,6,0,1,10.66,11.365,48,26.0027,90
1,1,2,22,1,4,1,1,4.92,9.85,39,0,51
2,1,5,18,1,6,0,2,22.96,26.515,88,15.0013,304
1,2,2,10,1,2,1,2,10.66,13.635,60,8.9981,98
1,1,12,6,1,2,1,2,12.3,13.635,61,19.9995,35
2,2,5,3,2,1,0,1,25.42,29.545,73,11.0014,18
1,2,1,6,1,5,1,2,10.66,12.88,75,15.0013,73
2,1,4,15,1,5,1,3,13.94,15.91,87,15.0013,25
2,2,4,13,1,1,1,1,22.14,25.76,28,39.0007,281
2,2,6,10,1,5,1,2,27.06,30.305,78,19.0012,204
3,2,8,1,1,5,1,1,28.7,33.335,74,12.998,43
1,2,2,13,1,6,0,1,16.4,20.455,43,19.0012,384
2,1,4,17,1,6,0,2,15.58,19.695,82,6.0032,257
4,2,12,4,1,3,1,1,10.66,15.15,60,0,4
4,1,11,16,1,6,0,2,18.86,22.725,47,8.9981,275
2,1,4,14,1,6,0,1,23.78,27.275,78,23.9994,391
4,1,10,22,1,6,0,1,20.5,24.24,77,0,149
3,1,8,11,1,0,0,1,28.7,33.335,79,12.998,198
4,1,10,7,1,4,1,3,22.14,25.76,100,8.9981,81
1,2,2,13,1,0,0,1,13.12,16.665,36,0,325
3,1,9,20,1,1,1,1,27.06,31.06,65,0,299
1,2,1,9,1,2,1,1,12.3,14.395,52,12.998,261
2,1,4,0,1,4,1,1,18.86,22.725,41,19.0012,20
2,1,4,7,1,4,1,2,13.94,16.665,76,11.0014,160
1,1,2,22,1,4,1,3,13.94,15.91,87,19.0012,55
1,2,1,11,2,1,0,1,6.56,7.575,59,16.9979,179
1,1,12,0,1,3,1,1,13.12,15.91,87,11.0014,10
3,2,9,9,1,6,0,1,28.7,33.335,74,26.0027,348
1,1,3,4,1,6,0,2,12.3,15.15,93,11.0014,1
3,2,7,19,1,6,0,1,29.52,35.605,84,6.0032,431
2,1,4,1,1,6,0,2,14.76,16.665,87,19.0012,33
1,2,12,13,1,4,1,1,12.3,13.635,49,31.0009,118
4,1,12,13,1,6,0,1,13.94,15.15,34,27.9993,286
4,2,10,19,1,0,0,1,20.5,24.24,42,11.0014,266
3,1,7,16,1,1,1,1,35.26,42.425,56,26.0027,239
3,2,9,14,1,3,1,1,28.7,31.82,37,11.0014,278
4,1,11,1,1,0,0,1,16.4,20.455,62,16.9979,84
3,1,9,23,1,0,0,3,23.78,27.275,78,6.0032,45
4,2,11,2,1,4,1,2,12.3,14.395,49,15.0013,6
2,2,5,17,1,2,1,1,29.52,33.335,54,0,785
3,1,9,6,1,3,1,2,22.14,25.76,100,12.998,117
3,1,8,20,1,6,0,3,29.52,34.85,79,19.0012,137
3,2,9,11,1,2,1,1,26.24,31.06,33,6.0032,247
3,2,7,5,1,6,0,3,23.78,27.275,88,16.9979,17
4,2,11,13,2,1,0,1,24.6,30.305,60,15.0013,420
1,2,1,22,1,3,1,3,13.94,16.665,87,12.998,49
2,2,5,4,1,6,0,1,19.68,23.485,59,6.0032,14
3,1,6,12,1,2,1,1,34.44,38.635,47,15.0013,202
1,2,3,1,1,2,1,1,22.14,25.76,88,0,15
3,2,7,10,1,0,0,1,30.34,34.09,62,0,381
4,2,11,20,1,4,1,1,13.94,17.425,61,7.0015,285
1,2,2,11,1,5,1,2,14.76,18.18,81,7.0015,163
1,2,12,5,1,0,0,2,10.66,11.365,48,19.9995,2
4,2,10,20,1,0,0,1,22.14,25.76,73,15.0013,246
2,2,4,22,1,1,1,1,17.22,21.21,44,12.998,123
3,1,8,6,1,0,0,2,26.24,28.03,94,7.0015,6
4,1,10,4,1,1,1,1,21.32,25,59,11.0014,5
4,2,12,0,1,2,1,1,17.22,21.21,88,7.0015,55
3,1,9,19,1,4,1,1,18.86,22.725,67,31.0009,232
3,2,9,12,1,6,0,1,27.06,31.06,36,23.9994,706
1,1,3,11,1,4,1,1,8.2,11.365,29,6.0032,50
4,2,11,18,1,1,1,1,13.94,15.91,46,15.0013,542
1,2,2,15,1,4,1,1,13.12,15.15,36,19.9995,134
4,1,12,2,1,1,1,1,8.2,12.88,69,0,4
3,1,7,6,1,1,1,1,26.24,28.79,83,7.0015,105
2,1,6,4,1,4,1,2,29.52,34.85,79,6.0032,6
1,2,12,5,1,5,1,2,13.94,15.15,76,27.9993,13
1,1,1,7,1,3,1,1,5.74,7.575,69,8.9981,54
2,2,5,18,1,0,0,2,25.42,30.305,61,12.998,463
3,1,7,18,1,5,1,1,32.8,34.09,24,16.9979,422
1,2,1,15,1,1,1,2,9.02,10.605,100,15.0013,74
3,1,9,3,1,3,1,2,22.14,25.76,94,6.0032,6
4,2,11,11,1,0,0,1,18.86,22.725,59,8.9981,504
3,1,9,5,1,2,1,2,22.14,25.76,88,12.998,22
3,2,8,18,1,0,0,2,26.24,29.545,78,7.0015,377
4,1,10,10,1,2,1,1,19.68,23.485,67,19.0012,126
3,1,7,12,2,1,0,2,31.98,35.605,52,0,447
4,1,10,9,1,5,1,2,22.96,26.515,94,15.0013,180
2,1,6,5,1,3,1,1,25.42,28.03,88,0,21
4,1,12,4,1,6,0,2,10.66,13.635,65,7.0015,3
1,2,12,4,1,0,0,2,10.66,12.88,56,15.0013,7
1,1,12,23,1,6,0,1,9.84,12.88,56,0,17
1,1,2,16,1,1,1,2,14.76,17.425,57,8.9981,114
3,2,8,21,1,5,1,2,31.16,36.365,66,12.998,278
2,1,5,8,1,5,1,1,17.22,21.21,77,16.9979,450
2,1,4,10,1,1,1,1,26.24,30.305,73,15.0013,125
2,2,5,8,1,4,1,1,18.86,22.725,67,23.9994,630
3,2,8,4,1,6,0,1,25.42,28.79,83,7.0015,10
1,2,3,15,1,3,1,1,28.7,31.82,24,0,283
2,1,4,19,1,1,1,1,28.7,31.82,24,31.0009,278
3,1,8,16,1,6,0,2,28.7,33.335,74,19.0012,281
2,2,3,15,1,3,1,2,22.96,26.515,78,0,243
3,2,8,12,1,4,1,1,31.98,34.09,38,0,332
1,2,1,18,1,0,0,3,18.86,22.725,59,16.9979,106
3,1,8,22,1,6,0,2,27.88,31.82,83,26.0027,154
4,1,12,18,1,4,1,1,14.76,18.18,43,7.0015,405
3,2,9,5,1,3,1,1,20.5,24.24,72,6.0032,48
4,2,11,6,1,2,1,2,12.3,15.15,81,11.0014,100
3,1,8,10,1,1,1,1,32.8,37.12,52,26.0027,124
4,1,12,20,1,4,1,1,10.66,13.635,60,7.0015,175
3,2,8,18,1,5,1,2,29.52,34.09,62,12.998,736
3,1,6,22,1,5,1,1,28.7,32.575,48,0,167
1,2,2,23,1,4,1,1,13.12,16.665,81,6.0032,73
4,1,11,7,1,2,1,2,22.14,25.76,68,11.0014,319
3,1,9,3,1,4,1,2,24.6,25.76,94,6.0032,12
1,1,1,3,1,6,0,1,8.2,10.605,64,8.9981,8
1,2,1,23,1,1,1,2,11.48,12.88,93,22.0028,37
3,1,9,3,1,6,0,1,23.78,27.275,100,8.9981,37
4,2,10,19,1,5,1,2,22.14,25.76,83,11.0014,471
1,1,3,18,1,2,1,1,13.94,16.665,27,12.998,235
4,2,10,16,1,3,1,1,24.6,31.06,40,15.0013,566
2,1,6,21,1,6,0,1,27.06,31.06,74,15.0013,220
4,1,10,19,1,0,0,1,22.96,26.515,49,19.9995,153
2,1,5,14,1,3,1,1,30.34,34.09,55,11.0014,168
4,2,10,22,1,2,1,2,19.68,23.485,77,6.0032,162
4,2,11,1,2,4,0,1,11.48,15.15,65,6.0032,42
2,1,3,11,1,2,1,1,18.04,21.97,51,22.0028,86
4,1,12,22,1,6,0,1,8.2,10.605,75,11.0014,80
3,2,8,10,1,4,1,1,32.8,37.88,55,0,181
4,1,10,7,1,0,0,1,9.84,14.395,75,0,22
2,2,4,3,1,6,0,1,20.5,24.24,82,15.0013,29
1,1,3,9,1,2,1,1,10.66,12.88,41,11.0014,151
2,1,5,4,1,6,0,1,18.86,22.725,88,8.9981,7
4,2,10,8,1,1,1,1,18.04,21.97,67,0,728
4,2,11,3,1,5,1,1,13.12,14.395,53,27.9993,9
1,2,3,3,1,4,1,1,18.86,22.725,63,26.0027,3
4,2,10,8,1,0,0,1,17.22,21.21,67,0,143
4,2,12,7,1,6,0,2,9.84,12.88,75,6.0032,48
4,2,12,17,1,6,0,2,13.94,17.425,76,7.0015,320
1,1,3,19,1,2,1,2,13.94,15.91,71,19.0012,152
3,1,6,22,1,0,0,1,28.7,32.575,51,0,114
3,2,7,10,1,2,1,1,29.52,34.09,66,0,227
4,2,11,3,1,0,0,1,11.48,14.395,61,7.0015,11
1,2,3,18,1,2,1,1,13.94,15.15,42,22.0028,457
4,2,10,17,1,1,1,3,22.96,26.515,60,16.9979,856
1,2,2,10,1,0,0,1,10.66,12.88,41,11.0014,188
2,2,6,1,1,0,0,1,22.14,25.76,56,8.9981,121
2,2,4,4,1,6,0,1,13.12,15.91,36,11.0014,7
2,1,4,17,1,4,1,1,24.6,30.305,28,0,388
1,2,2,18,1,6,0,2,9.02,9.09,47,43.9989,108
2,2,3,17,1,4,1,1,27.06,31.06,65,11.0014,810
1,2,2,13,1,3,1,1,18.86,22.725,47,15.0013,186
2,2,5,21,1,3,1,1,21.32,25,77,15.0013,239
2,2,5,16,1,0,0,2,25.42,30.305,61,0,544
2,2,4,15,1,2,1,1,22.96,26.515,21,19.9995,203
1,1,3,18,1,5,1,2,13.94,15.15,53,19.9995,187
3,2,7,21,1,1,1,1,31.16,34.09,45,8.9981,258
3,2,9,6,2,1,0,1,27.06,29.545,94,0,15
4,1,10,13,1,4,1,1,22.96,26.515,46,6.0032,191
2,2,4,1,1,6,0,1,16.4,20.455,58,8.9981,70
2,1,4,13,1,0,0,1,18.04,21.97,33,19.9995,367
3,1,8,1,1,2,1,1,29.52,34.09,66,0,14
3,1,8,20,1,3,1,1,30.34,34.09,58,16.9979,280
4,1,11,3,1,1,1,3,18.04,21.97,100,8.9981,4
3,1,8,0,1,1,1,1,25.42,29.545,73,7.0015,34
2,2,6,0,1,2,1,2,28.7,32.575,58,15.0013,28
4,2,12,7,1,4,1,1,9.84,11.365,60,15.0013,385
4,2,12,3,1,1,1,2,14.76,18.94,93,0,3
4,2,11,8,1,4,1,2,12.3,14.395,61,15.0013,646
2,1,4,14,1,3,1,2,17.22,21.21,77,16.9979,106
1,2,2,8,1,4,1,1,8.2,9.85,64,16.9979,484
1,2,3,16,1,1,1,1,12.3,13.635,45,19.9995,210
4,2,10,10,1,5,1,2,22.14,25.76,88,7.0015,197
4,1,11,22,1,3,1,1,16.4,20.455,87,0,114
2,1,4,0,1,1,1,1,19.68,23.485,88,22.0028,23
1,1,3,22,1,4,1,1,16.4,20.455,66,15.0013,87
1,2,1,15,2,1,0,1,10.66,10.605,44,30.0026,192
3,1,8,16,1,3,1,1,31.16,34.85,52,27.9993,271
4,1,12,7,1,6,0,1,9.02,12.88,75,6.0032,26
1,1,2,2,1,5,1,2,13.12,17.425,100,0,3
3,1,7,23,1,5,1,2,27.06,30.305,78,6.0032,151
4,1,10,1,1,2,1,2,21.32,25,94,6.0032,11
3,1,9,1,1,4,1,2,24.6,25.76,94,6.0032,11
2,2,4,5,1,5,1,2,13.94,16.665,53,11.0014,21
1,2,2,5,1,5,1,1,9.84,11.365,52,15.0013,17
2,1,4,8,1,0,0,1,15.58,19.695,46,26.0027,43
3,2,9,22,1,4,1,1,24.6,29.545,69,8.9981,251
4,1,11,6,2,4,0,1,12.3,15.91,61,6.0032,6
2,1,4,11,1,3,1,1,25.42,30.305,69,6.0032,118
4,1,12,20,1,1,1,1,12.3,15.91,56,6.0032,165
1,1,2,1,1,4,1,1,9.02,12.88,60,6.0032,7
3,2,7,19,1,1,1,1,32.8,39.395,63,8.9981,595
1,2,12,5,1,0,0,1,8.2,12.88,51,0,6
3,2,7,4,1,1,1,1,27.06,30.305,83,0,5
3,1,9,7,1,6,0,1,25.42,29.545,73,12.998,38
1,1,1,11,1,0,0,1,6.56,6.06,40,35.0008,49
2,1,6,10,1,3,1,2,31.16,37.12,75,16.9979,115
1,2,1,1,2,1,0,1,5.74,8.335,43,7.0015,20
3,2,9,3,1,4,1,1,28.7,33.335,84,7.0015,9
3,1,9,18,1,1,1,1,28.7,32.575,54,12.998,571
4,2,12,1,1,1,1,1,16.4,20.455,82,8.9981,13
2,1,4,15,1,2,1,1,16.4,20.455,46,31.0009,68
1,1,2,6,1,2,1,1,8.2,9.09,32,22.0028,30
4,1,10,19,1,6,0,2,15.58,19.695,82,12.998,126
3,2,8,2,1,3,1,1,26.24,28.79,83,7.0015,13
2,1,5,14,1,6,0,3,24.6,31.06,35,11.0014,378
1,2,2,5,1,4,1,1,16.4,20.455,76,15.0013,32
3,1,8,20,1,2,1,1,30.34,33.335,51,0,280
2,2,4,6,1,3,1,2,17.22,21.21,58,0,126
3,1,9,22,1,0,0,1,25.42,30.305,69,26.0027,95
2,2,5,20,1,2,1,2,26.24,30.305,69,19.0012,302
1,1,12,11,1,5,1,1,13.12,15.91,66,12.998,171
2,1,4,17,1,6,0,1,24.6,29.545,73,22.0028,383
3,1,7,9,1,5,1,1,30.34,32.575,35,11.0014,260
2,1,4,11,1,3,1,1,17.22,21.21,38,26.0027,93
2,2,4,13,1,0,0,1,23.78,27.275,23,11.0014,483
3,2,6,12,1,4,1,1,36.9,40.91,35,12.998,215
4,2,10,6,1,3,1,2,18.86,22.725,88,6.0032,175
3,1,7,8,1,3,1,2,29.52,34.85,74,7.0015,428
3,2,8,5,1,0,0,1,26.24,28.79,89,12.998,16
3,2,6,17,1,3,1,1,33.62,34.85,24,26.0027,843
3,1,8,3,1,4,1,1,26.24,31.06,57,8.9981,9
3,1,9,13,1,2,1,3,22.14,25.76,88,19.9995,29
3,2,7,20,1,5,1,1,30.34,33.335,48,8.9981,389
3,1,7,5,1,5,1,1,27.88,31.82,79,16.9979,27
1,2,12,18,1,5,1,1,9.84,12.12,60,8.9981,213
3,2,8,9,1,1,1,3,28.7,33.335,79,11.0014,276
2,1,6,8,1,0,0,3,27.88,31.82,74,7.0015,84
4,1,10,13,1,1,1,2,22.14,25.76,64,15.0013,198
1,1,1,7,1,3,1,1,7.38,9.09,43,12.998,88
2,1,5,10,1,6,0,1,28.7,32.575,65,15.0013,276
3,1,7,7,1,2,1,1,29.52,34.09,66,19.0012,318
4,1,12,10,1,6,0,1,13.12,15.15,57,16.9979,192
3,2,9,5,1,2,1,2,27.06,29.545,89,0,38
2,1,5,1,1,6,0,2,20.5,24.24,88,8.9981,82
1,1,2,5,2,1,0,2,13.94,18.18,36,0,3
3,1,6,15,1,3,1,2,33.62,39.395,56,19.0012,146
1,2,1,14,1,2,1,1,18.04,21.97,62,32.9975,132
3,1,9,12,1,5,1,2,21.32,25,45,0,251
3,2,7,9,1,5,1,2,28.7,33.335,79,8.9981,373
4,1,11,2,2,4,0,1,12.3,14.395,61,19.0012,22
2,1,5,11,1,1,1,1,23.78,27.275,73,19.9995,130
3,2,6,8,1,5,1,1,31.16,34.85,55,8.9981,613
2,1,3,14,1,2,1,1,20.5,24.24,42,22.0028,101
4,1,11,7,2,5,0,1,11.48,13.635,45,16.9979,121
1,1,3,23,1,3,1,1,10.66,10.605,30,35.0008,22
2,1,4,13,1,2,1,3,22.14,25.76,68,19.0012,106
2,2,6,17,1,3,1,1,29.52,32.575,32,32.9975,857
4,1,10,3,1,2,1,1,16.4,20.455,82,7.0015,6
2,1,6,4,1,5,1,1,22.14,25.76,94,8.9981,6
4,1,11,3,1,6,0,1,9.84,12.12,70,8.9981,17
4,1,10,1,1,5,1,1,13.12,15.15,66,16.9979,16
2,2,3,8,1,4,1,2,20.5,24.24,94,6.0032,649
2,2,4,7,1,3,1,2,20.5,24.24,39,12.998,418
3,1,7,15,1,2,1,1,33.62,37.12,43,0,162
2,2,4,11,1,3,1,1,21.32,25,32,8.9981,219
4,2,12,10,1,3,1,2,18.04,21.97,47,23.9994,141
3,1,6,12,1,5,1,1,32.8,35.605,41,19.0012,201
2,1,3,3,1,3,1,2,13.94,15.91,76,16.9979,3
3,1,8,18,1,2,1,1,31.16,34.09,45,15.0013,570
3,2,8,10,1,1,1,2,31.16,34.09,40,0,199
4,1,12,14,1,6,0,1,13.94,15.15,31,22.0028,293
3,1,8,7,1,4,1,2,27.88,31.82,79,22.0028,313
1,2,1,16,1,0,0,2,18.04,21.97,54,19.9995,215
4,2,11,21,1,2,1,2,12.3,14.395,56,16.9979,151
3,2,6,20,1,4,1,1,33.62,36.365,34,12.998,470
4,1,11,18,2,4,0,1,17.22,21.21,50,6.0032,37
1,2,2,4,1,0,0,2,11.48,12.88,41,26.0027,3
1,1,12,3,1,3,1,2,14.76,18.94,71,0,2
2,1,6,17,1,3,1,1,37.72,42.425,35,15.0013,506
4,1,10,11,1,5,1,3,21.32,25,88,11.0014,87
1,2,1,2,1,0,0,1,13.12,17.425,76,0,75
3,2,7,11,1,0,0,1,33.62,38.635,52,11.0014,451
1,1,1,0,1,4,1,1,10.66,11.365,56,26.0027,13
2,1,3,11,1,5,1,1,12.3,14.395,45,19.0012,75
3,1,7,21,1,6,0,1,28.7,32.575,58,15.0013,252
3,2,7,8,1,3,1,2,27.88,31.82,79,11.0014,674
3,1,9,8,1,4,1,1,25.42,29.545,73,8.9981,498
1,2,3,13,1,4,1,2,24.6,31.06,49,43.0006,233
2,1,4,23,1,5,1,1,12.3,15.91,61,6.0032,53
1,2,3,21,1,2,1,1,13.12,15.91,49,12.998,148
3,2,9,11,1,6,0,1,26.24,31.06,38,26.0027,627
2,1,5,6,1,0,0,2,18.04,21.97,82,0,6
1,2,3,7,1,2,1,2,18.86,22.725,82,19.0012,308
2,2,6,20,1,3,1,1,22.14,25.76,73,19.0012,408
3,1,9,13,1,4,1,2,27.06,30.305,83,12.998,193
2,2,4,13,1,2,1,1,25.42,31.06,29,16.9979,239
4,2,10,10,1,2,1,3,23.78,27.275,88,8.9981,45
3,1,9,20,1,6,0,1,21.32,25,68,8.9981,176
4,2,12,23,1,1,1,1,17.22,21.21,82,7.0015,102
3,2,7,3,1,4,1,1,29.52,34.09,70,7.0015,5
2,2,4,1,1,0,0,2,22.14,25.76,56,11.0014,106
4,1,10,14,1,0,0,3,14.76,17.425,81,11.0014,256
3,1,8,1,1,4,1,2,27.06,29.545,94,6.0032,17
1,1,3,21,1,5,1,1,25.42,31.06,46,7.0015,113
3,2,6,14,1,0,0,1,34.44,36.365,30,19.9995,551
1,1,12,10,1,4,1,2,9.02,11.365,64,11.0014,110
4,1,10,4,1,5,1,1,16.4,20.455,87,7.0015,5
3,2,7,12,1,5,1,1,36.08,37.88,28,7.0015,331
1,2,2,16,1,0,0,1,8.2,8.335,34,31.0009,164
3,1,7,4,1,4,1,1,28.7,32.575,61,7.0015,6
1,1,12,9,1,2,1,3,13.12,16.665,66,7.0015,104
4,1,10,7,1,0,0,1,16.4,20.455,62,8.9981,48
3,2,9,1,1,0,0,1,27.06,29.545,89,0,73
4,1,12,10,1,1,1,2,9.02,12.12,69,7.0015,105
3,1,7,4,1,0,0,3,27.88,31.82,65,6.0032,5
4,2,10,10,1,0,0,1,20.5,24.24,48,19.9995,443
2,2,5,14,1,5,1,2,27.06,31.06,74,19.0012,242
2,1,3,8,1,3,1,2,13.12,15.91,49,11.0014,263
4,2,10,3,1,6,0,1,20.5,24.24,88,11.0014,26
4,1,10,11,1,4,1,1,19.68,23.485,55,35.0008,129
3,2,7,13,1,4,1,1,37.72,41.665,33,15.0013,310
1,2,2,14,1,2,1,1,18.04,21.97,38,16.9979,138
3,2,8,19,1,0,0,1,28.7,33.335,84,15.0013,185
3,1,9,21,1,2,1,3,22.14,25.76,88,19.0012,121
4,1,10,1,1,1,1,1,22.96,26.515,54,26.0027,17
3,1,9,18,2,1,0,1,27.06,29.545,89,6.0032,123
3,1,8,12,1,1,1,1,33.62,37.88,46,16.9979,182
1,2,3,13,1,0,0,1,17.22,21.21,41,19.9995,464
2,2,4,17,1,2,1,1,21.32,25,22,26.0027,691
3,2,7,23,1,1,1,1,30.34,33.335,51,7.0015,102
4,2,11,13,1,2,1,1,13.94,16.665,46,8.9981,278
2,1,4,6,1,0,0,2,14.76,18.18,93,6.0032,4
4,1,10,5,1,4,1,1,19.68,23.485,82,23.9994,26
2,2,3,11,1,3,1,2,21.32,25,83,11.0014,192
1,2,1,2,1,2,1,3,11.48,13.635,75,16.9979,12
3,2,7,19,1,3,1,1,31.16,33.335,33,8.9981,698
3,1,7,16,1,3,1,1,34.44,40.91,56,0,234
1,2,3,8,1,0,0,1,12.3,13.635,52,22.0028,66
2,2,3,15,1,4,1,1,25.42,30.305,69,12.998,304
3,1,9,21,1,0,0,1,29.52,34.85,74,16.9979,207
4,1,10,1,1,2,1,1,18.04,21.97,77,8.9981,11
1,2,3,3,1,2,1,1,7.38,8.335,51,19.0012,1
3,2,7,21,1,3,1,1,29.52,33.335,58,15.0013,391
2,1,5,6,1,6,0,1,23.78,27.275,83,16.9979,19
3,1,7,2,1,5,1,1,30.34,35.605,79,0,13
1,1,2,10,1,4,1,1,7.38,7.575,43,22.0028,52
4,2,10,11,1,3,1,2,14.76,17.425,66,15.0013,189
4,2,10,23,1,4,1,2,22.14,25.76,83,0,117
3,2,9,13,1,4,1,1,28.7,31.82,42,0,283
1,1,2,13,1,5,1,2,10.66,12.88,50,15.0013,82
3,1,8,1,1,6,0,1,28.7,33.335,84,11.0014,64
4,1,11,2,1,0,0,1,10.66,15.15,81,0,29
2,2,6,18,1,2,1,1,27.88,31.82,83,12.998,653
3,1,7,13,1,4,1,1,35.26,39.395,41,0,155
3,2,7,17,1,3,1,1,32.8,34.85,31,15.0013,830
3,2,6,15,1,3,1,1,32.8,34.85,26,31.0009,249
1,1,1,1,1,0,0,1,1.64,3.79,57,7.0015,13
2,2,5,21,1,4,1,3,26.24,29.545,78,11.0014,285
4,2,11,19,1,6,0,1,13.94,17.425,53,6.0032,253
3,1,9,22,1,1,1,1,25.42,28.79,83,11.0014,150
4,1,10,6,1,4,1,3,22.14,25.76,100,6.0032,52
4,1,10,8,1,4,1,3,19.68,23.485,88,12.998,316
4,1,10,15,1,3,1,3,22.14,25.76,94,16.9979,45
4,1,10,2,1,4,1,1,18.86,22.725,67,12.998,10
4,1,11,7,1,3,1,2,18.86,22.725,100,6.0032,156
1,1,3,8,1,1,1,2,12.3,15.15,56,8.9981,241
4,1,11,22,1,6,0,2,15.58,19.695,76,0,65
3,2,9,12,1,0,0,1,27.06,31.06,44,11.0014,656
3,2,8,16,1,2,1,1,31.16,33.335,37,0,467
2,2,3,4,1,4,1,2,19.68,23.485,100,6.0032,6
2,2,4,7,1,5,1,1,15.58,19.695,50,19.0012,315
1,1,1,7,1,6,0,1,6.56,9.09,59,7.0015,5
2,2,6,4,1,2,1,2,24.6,28.79,78,8.9981,10
4,1,9,21,1,4,1,1,23.78,27.275,56,0,225
4,1,10,21,1,4,1,1,16.4,20.455,62,35.0008,132
4,2,12,14,1,2,1,2,23.78,27.275,56,15.0013,270
4,2,10,21,2,1,0,2,16.4,20.455,76,15.0013,151
4,1,11,19,1,0,0,1,19.68,23.485,67,15.0013,139
3,1,7,9,1,6,0,1,30.34,33.335,51,6.0032,179
4,1,12,11,1,5,1,1,13.12,15.15,70,16.9979,136
2,1,6,2,1,4,1,1,28.7,31.82,39,0,6
1,2,1,21,1,3,1,1,12.3,16.665,65,0,185
1,2,2,11,1,3,1,3,12.3,14.395,87,12.998,10
1,2,2,11,1,1,1,1,9.02,11.365,37,12.998,90
3,2,6,14,1,4,1,1,35.26,36.365,25,22.0028,254
1,1,1,5,1,4,1,2,5.74,9.09,69,6.0032,4
2,1,6,13,1,6,0,1,30.34,32.575,28,8.9981,456
2,2,4,11,1,5,1,1,22.14,25.76,68,11.0014,254
2,2,4,3,1,1,1,1,16.4,20.455,76,11.0014,4
2,2,4,10,1,2,1,1,17.22,21.21,47,19.9995,162
2,2,5,2,1,3,1,3,22.96,26.515,88,30.0026,1
2,1,5,15,1,3,1,1,19.68,23.485,51,27.9993,129
1,2,3,4,1,6,0,2,14.76,17.425,93,12.998,2
1,2,1,1,1,4,1,1,8.2,11.365,51,6.0032,5
1,1,2,0,1,0,0,1,10.66,12.12,87,19.0012,34
3,2,7,10,1,2,1,1,33.62,37.12,43,15.0013,209
2,2,4,19,1,1,1,2,13.94,15.91,76,15.0013,298
4,2,9,3,1,0,0,1,19.68,23.485,55,19.9995,54
